Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Media
10407920136,"Dec 19, 2023, 11:39:27 PM",Afternoon Run,Run,,2406,5.64,188.0,134,false,,,activities/11140279524.fit.gz,,,2406.0,2364.0,5640.18994140625,5.080000400543213,2.385867118835449,23.0,29.799999237060547,141.39999389648438,156.1999969482422,13.018960952758789,-0.11999934911727905,,,,,,174.3040771484375,,,323.0,,,134.0,,,,,,,,,,,,,0.0,,1.0,5711.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3442184925079346,0.0,,,,,""
10407920172,"Dec 16, 2023, 9:55:19 PM",Afternoon Walk,Walk,,1294,2.39,131.0,3,false,,,activities/11140279594.fit.gz,,,1294.0,952.0,2396.550048828125,3.043994188308716,2.5173845291137695,15.599990844726562,25.999990463256836,143.60000610351562,168.39999389648438,28.48561668395996,10.644829750061035,,,,,,114.5450210571289,,,124.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8520479202270508,130.6999969482422,,,,,""
10407920176,"Dec 17, 2023, 5:56:58 PM",Lunch Run,Run,,1804,4.96,186.0,94,false,,,activities/11140279557.fit.gz,,,1804.0,1801.0,4959.06005859375,6.643994331359863,2.7535035610198975,39.0,41.599998474121094,131.1999969482422,146.1999969482422,10.975565910339355,-0.05242910608649254,,,,,,172.0271453857422,,,259.0,,,94.0,,,,,,,,,,,,,0.0,,1.0,5025.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.748924732208252,0.0,,,,,""
10407920256,"Dec 13, 2023, 1:28:14 PM",Morning Run,Run,,892,1.55,184.0,24,false,,,activities/11140279674.fit.gz,,,892.0,759.0,1553.6700439453125,4.113999843597412,2.0469961166381836,21.600006103515625,28.800006866455078,145.1999969482422,168.60000610351562,38.527462005615234,-0.45994025468826294,,,,,,160.07553100585938,,,83.0,,,24.0,,,,,,,,,,,,,0.0,,1.0,1669.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.741782546043396,1269.199951171875,,,,,""
10407920311,"Dec 10, 2023, 10:15:19 PM",Afternoon Walk,Walk,,1023,2.76,121.0,2,false,,,activities/11140279709.fit.gz,,,1023.0,722.0,2765.489990234375,15.124987602233887,3.8303184509277344,19.800003051757812,28.000003814697266,145.60000610351562,170.8000030517578,47.96182632446289,-1.6856846809387207,,,,,,110.48667907714844,,,94.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7033138275146484,194.8000030517578,,,,,""
10407920340,"Dec 5, 2023, 1:08:11 PM",Morning Run,Run,,1556,3.17,175.0,55,false,,,activities/11140279767.fit.gz,,,1556.0,1518.0,3171.080078125,3.197998046875,2.0889854431152344,25.800003051757812,32.000003814697266,145.8000030517578,159.60000610351562,13.210976600646973,-0.19441258907318115,,,,,,162.75921630859375,,,174.0,,,55.0,,,,,,,,,,,,,0.0,,1.0,3251.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0379691123962402,1124.199951171875,,,,,""
10407920344,"Dec 11, 2023, 10:58:08 PM",Afternoon Walk,Walk,,2090,2.92,134.0,4,false,,,activities/11140279733.fit.gz,,,2090.0,1368.0,2925.530029296875,12.772021293640137,2.138545274734497,9.599990844726562,14.399991035461426,149.39999389648438,155.39999389648438,37.86878204345703,-0.5246707201004028,,,,,,116.84248352050781,,,135.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3997751474380493,0.0,,,,,""
10407920345,"Dec 10, 2023, 5:55:16 PM",Lunch Run,Run,,1339,3.23,187.0,52,false,,,activities/11140279742.fit.gz,,,1339.0,1319.0,3236.800048828125,5.56201171875,2.4539802074432373,23.0,27.399999618530273,130.0,146.1999969482422,25.245698928833008,-0.1361140012741089,,,,,,166.01495361328125,,,179.0,,,52.0,,,,,,,,,,,,,0.0,,1.0,3268.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4173264503479004,0.0,,,,,""
10407920351,"Dec 5, 2023, 2:22:31 AM",Evening Yoga,Yoga,,1958,0,108.0,2,false,,,activities/11140279771.fit.gz,,,1958.0,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,77.4754867553711,,,57.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,""
10407920445,"Nov 28, 2023, 1:31:40 PM",Morning Run,Run,,1545,3.23,181.0,67,false,,,activities/11140279868.fit.gz,,,1545.0,1531.0,3235.47998046875,3.731982469558716,2.113311529159546,11.999984741210938,9.7999849319458,144.60000610351562,151.0,14.639347076416016,0.0677543357014656,,,,,,167.86854553222656,,,193.0,,,67.0,,,,,,,,,,,,,0.0,,1.0,3290.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0941617488861084,2273.300048828125,,,,,""
10407920451,"Dec 1, 2023, 1:18:25 PM",Morning Run,Run,,2637,4.84,180.0,97,false,,,activities/11140279858.fit.gz,,,2637.0,2439.0,4847.5,3.370000123977661,1.9874948263168335,42.80003356933594,44.80003356933594,144.1999969482422,152.8000030517578,13.717806816101074,-0.0406564399600029,,,,,,165.62753295898438,,,269.0,,,97.0,,,,,,,,,,,,,0.0,,1.0,5015.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8382631540298462,1156.0999755859375,,,,,""
10407920634,"Nov 20, 2023, 9:56:18 PM",Afternoon Walk,Walk,,1438,3.02,121.0,3,false,,,activities/11140280058.fit.gz,,,1438.0,1127.0,3028.1298828125,5.519984722137451,2.686894416809082,0.0,6.0,148.8000030517578,156.60000610351562,9.469673156738281,-0.45428043603897095,,,,,,104.09744262695312,,,134.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.105792760848999,37.099998474121094,,,,,""
10407920648,"Nov 23, 2023, 9:15:57 PM",Afternoon Walk,Walk,,7258,8.20,137.0,17,false,,,activities/11140280056.fit.gz,,,7258.0,4834.0,8206.8095703125,3.542675733566284,1.6977264881134033,18.5999755859375,28.399974822998047,149.60000610351562,163.0,6.735655307769775,-0.13974690437316895,,,,,,120.91122436523438,,,403.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.1307259798049927,36.20000076293945,,,,,""
10407920658,"Nov 23, 2023, 3:56:34 PM",Morning Run,Run,,1748,3.23,178.0,49,false,,,activities/11140280070.fit.gz,,,1748.0,1614.0,3229.449951171875,4.952511310577393,2.0008983612060547,19.800003051757812,19.000003814697266,143.0,151.8000030517578,13.303827285766602,0.024278346449136734,,,,,,158.16517639160156,,,175.0,,,49.0,,,,,,,,,,,,,0.0,,1.0,3341.699951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8475114107131958,1220.800048828125,,,,,""
